text,airline_sentiment,labels
"my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!",negative,0
is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,negative,0
"I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",negative,0
seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!,negative,0
"Denver to Phoenix, I think we're finally getting ready to take off.",neutral,1
"- watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",negative,0
"What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑",negative,0
my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!,negative,0
so when do we find out who won the imagine dragons contest?,neutral,1
"Please don't trivialize me.  This is a joke, not a slow day or slow experience",negative,0
will do. Hoping for a voucher for a future flight #Optimistic,positive,2
"followed. I tried to  record locator number, gave me an error code",negative,0
if it I have not rebooked didn't get notified that it was Cancelled Flightled,negative,0
because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is,negative,0
his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,negative,0
Customer Centricity is knowing people #ANAMarketers,positive,2
we're still here guys - you are the worst,negative,0
Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1.  Great job,negative,0
"Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you",negative,0
I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,neutral,1
i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,negative,0
thanks,positive,2
"No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",negative,0
"so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport",negative,0
flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins),negative,0
"Thanks, . Was just about to book a flight to UK using , but after reading this exchange, there's no way. I've sent",neutral,1
"“: Reminder: From 2/28, we’ll be tweeting from .   I look 4ward to that follow back too!",neutral,1
"really appreciate the follow up, I always fly with y'all for a reason!",positive,2
just learning about your famous apology in social media marketing. Is Twitter an asset for Jet Blue now?,negative,0
could you add me to that list? Been on hold for an hour 15,negative,0
any info on #DestinationDragons ?? me &amp;  need to know..,neutral,1
not yet. But we will see shortly.,negative,0
your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,negative,0
you need to follow me so I can dm you to give you the info,neutral,1
Who did this?!?!“: Our fleet's on fleek.,neutral,1
757 N33103 taxies  departing as UA26 to Newark Liberty Airport,neutral,1
flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.,negative,0
"UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels",negative,0
any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.,neutral,1
"I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made",negative,0
2nd Late Flight flight today,negative,0
on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.,negative,0
wow you even answered back!  Awesome!   That's customer service!!! #usairwaysfail,positive,2
why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers,negative,0
7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,negative,0
"and btw, the  and  managed on time departures same time same destination- &amp; wouldn't take away a 9year old kids bag!",negative,0
technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.,negative,0
MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,neutral,1
UA6357 needs de-icing! Stat! We've waited our turn...,neutral,1
". glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",negative,0
Does anyone ever answer your phone? #poor,negative,0
do you know that your lost baggage portal  doesn't work on mobile? It's a 404,negative,0
Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx,neutral,1
"Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased.",negative,0
that's what I have been told. But refund doesn't really makeup for the inconvenience caused and the missed meeting... Does it?,negative,0
Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?,negative,0
"Bringing your ""A"" game with premium cabin dining. Nice!",positive,2
"When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489",negative,0
Love you guys😍😍😍,positive,2
"I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎",negative,0
chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,neutral,1
change fee = same price of new ticket... Not logical,negative,0
"#BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",negative,0
Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,negative,0
it's not just frustrating--it was PAID for! how do we get a refund?,negative,0
oh I did. Was still lost. Your tracking system stinks as does the delivery system.,negative,0
"due to your expensive change fees either. Out of all the airlines, we chose yours, all do you could screw us. STRANDED!! No help!",negative,0
it's not about the delay.  It's about the communication.,negative,0
How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?,neutral,1
"I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",negative,0
beautiful day in Seattle!,positive,2
rocks! Open letter to flight attendant.   &lt; my child was inspired.  Thank you.,positive,2
Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,negative,0
thank you,positive,2
How's life @ the NOC?,neutral,1
where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,negative,0
ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,positive,2
over 2 hour delay going from NYC to Denver! Come on man!,negative,0
"Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",neutral,1
DM sent. Thanks for the help!,positive,2
thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,positive,2
"your customer services agent Jorge at Orlando International is rude and disrespectful, I never want to deal with your bullshit ever",negative,0
Have been trying to get canx flight resched since noon.  got 2 call backs but call disconnects as soon as I answer,negative,0
for the record- Rozana at Newark was lovely and helpful. #choosekind,positive,2
been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue?,negative,0
thank you for checking in. tickets are purchased and customer is happy ;-),positive,2
..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options,positive,2
"understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",negative,0
I'll let you know week after next when I do another coast-coast RT again.,neutral,1
"DM the locator code, thanks.",neutral,1
flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.,negative,0
"really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",negative,0
even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed,negative,0
kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,positive,2
I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,negative,0
"hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",negative,0
I am still waiting for that call back. Stranded and no one to talk to,negative,0
yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,negative,0
Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines,negative,0
"I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?",negative,0
she sent you an email 2 customer service the night it happened ur response was basically 2 bad sorry how should she contact u.,negative,0
we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?,negative,0
It was fabulous! Very pleased.,positive,2
I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5,negative,0
is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,positive,2
you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..,negative,0
dont send me a tweet to cover your social media complaints. How about sending me a message with a way to resolve?!?! #CustServ,negative,0
instead of putting the burden on your customers do the right thing and get more gate agents.,negative,0
you said this last time. It doesn't take 6 weeks to reply to an email.,negative,0
u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,negative,0
what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,negative,0
"Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, ! It's my first time in NYC.",negative,0
will do. Thank you.,neutral,1
Stuck on 4251 with the heat blasting to try and thaw the water lines.... Kinda disappointed for my first flight as a RR member,negative,0
now when I call it's still at the warehouse and might be going out tonight,negative,0
"its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",negative,0
I know you guys are super busy but is flight 1222 an a320 or e190?,neutral,1
"once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks",negative,0
thanks,positive,2
that's what is on my ticket and my confirmation email. Anything else?,neutral,1
pilot tells me that all  and US Airways flights across the country have stopped due to a computer system failure.,negative,0
- trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,negative,0
is there wifi on he plain,neutral,1
Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,negative,0
"SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",positive,2
"file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u",negative,0
I'm sick of y'all.,negative,0
as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.,negative,0
"Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown",neutral,1
this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,negative,0
"Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.",positive,2
"- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",neutral,1
I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,negative,0
I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,neutral,1
That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,negative,0
I hate you for this 😒,negative,0
not impressed with your customer service. everyone has been unhelpful and incredibly rude.,negative,0
How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr,negative,0
how long are billing cycles,neutral,1
even alternate options are allready full...even with hotel voucher...no more room in philly?,negative,0
I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,negative,0
Yes I can. But you guys should get your act together.,negative,0
"the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",negative,0
Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,negative,0
"your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA",negative,0
well this one missed the mark.  She was in a snit from the minute I stepped up to the counter,negative,0
on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,negative,0
“: Our fleet's on fleek.  Oh word!!!!??????,neutral,1
yes but not with much help from you guys,negative,0
"flight 1777 has been waiting for 30 minutes at RSW waiting for weight balance clearance. Come on, let us leave!",negative,0
WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt!,negative,0
Roger wilco.,negative,0
"They charged me for a flight they Cancelled Flightled, unbelievable and unheard of",negative,0
"I'm really craving your pretzels, please send me some.",positive,2
I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,negative,0
flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,negative,0
"Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",negative,0
Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,negative,0
"Hey, my bag was damaged flying with you yesterday. What can I do?",negative,0
"trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?",negative,0
"Lots of upset people, freezing terminal, and no gate agent. Kept us waiting on plane beyond allowable time length.",negative,0
On flight 1712 to Houston delayed duecto engine trouble. Willl you hold my connection to Argentina at Houston since I'm Late Flight now?,negative,0
We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!,positive,2
how about an update with real information?still waiting on Tarmac in Philadelphia.,negative,0
it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,negative,0
gonna miss connecting flight.. Delayed flying out of Boston,negative,0
"this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",negative,0
you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?,negative,0
cannot direct message you you do not follow us. I want my luggage.  Please hep,negative,0
I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?,neutral,1
"getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",neutral,1
care to elaborate on why CHA to DCA is Cancelled Flightled this evening?,negative,0
Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,negative,0
Done and done,neutral,1
- flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years,negative,0
was fantastic! That's the best flight service I've ever had.,positive,2
"It's not ideal, but it's okay. Better Late Flight than never! :)",negative,0
............. RT : Our fleet's on fleek.,neutral,1
why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,negative,0
thanks for making this the worst flying experience ever. 4 different planes of mechanical issues and 12 hours and counting,negative,0
hour 4 at the gate.,negative,0
kind of unnerving to watch the guy deicing your plane text on his phone the whole time,negative,0
I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,negative,0
I have been on hold 3 hours.  2 seconds of it with a rude agent.,negative,0
any particular reason it's 20+ minutes and counting to speak to a human being?,negative,0
flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.,positive,2
are you a bot? Haha always same lies from you!,negative,0
"I'm not sure it will have ""next time""...",negative,0
Thank you ! What about Paris ? Could we arrange something from there ?,neutral,1
you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,positive,2
already missed connection... UA 495,negative,0
always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,negative,0
"of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",negative,0
I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,negative,0
you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,positive,2
: Hello..are flights taking off from  airport this noon. Am supposed to travel on flight 376 to San antonio,neutral,1
what time does check in open for flight no UA80 from Manchester to Newark today ?,neutral,1
Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,negative,0
Cancelled Flighted our flight and now are still delayed...NOT COOL.,negative,0
did you know that suicide is the second leading cause of death among teens 10-24?,neutral,1
That would be great. Thank you! I'll send it over when you follow.,positive,2
"when I told csr I would close acct, he couldn't care less",negative,0
"can't checkin online for 2:00 flight tmrw fr. Cancun. ""Undefined error"" &amp; 800# not working.Family of 4 don't want Cgroup! Help",negative,0
and  team up offering in-flight access to journal content,neutral,1
"very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.",negative,0
crashed trying to check in.,negative,0
thank you for the apology,neutral,1
the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,negative,0
"will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",positive,2
is so sloooooow today,negative,0
Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,negative,0
can you not? RT  Our fleet's on fleek.,negative,0
"- well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",negative,0
over 70 days  no contact from a human or apology letter.  is #yucki. Read all about it soon,negative,0
can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,negative,0
seats in Row 8 don't recline should mention that on your website #soreback,negative,0
thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,negative,0
"why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",neutral,1
plan to repair its brand  via,neutral,1
inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers #peanutsandtoons,neutral,1
great will do once I land in JFK,positive,2
I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,negative,0
Didn't see travel had to be compete for unused funds by expiration date hidden in the fine print. Never saw that before.,negative,0
Best planes in the business. NOT? AA5411 today.,negative,0
there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁,negative,0
-today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,positive,2
reviewing your oversize policy. Hardcase golfbags are free if under weight. How do we add guitars and instruments to the list?,negative,0
was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,negative,0
need seat assignments for one leg of family's return flight - can you please help via Twitter PM?,neutral,1
has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.,negative,0
served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm,negative,0
Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,neutral,1
20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,negative,0
I totally understand the weather. Just frustrated. Thanks!,positive,2
I've been trying for 4 hours to get hold of someone.,negative,0
"flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",negative,0
Yes and without my bags. 2 first class tickets to Tahiti would be nice. Just saying,negative,0
LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,positive,2
...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,negative,0
Thank you for your response!,neutral,1
thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,positive,2
", I've tried no less than 8 times today to get in touch with your service desk beginning at 8:30 EST.  I'm having no luck -help!",negative,0
Gary Kelly should be ashamed of himself running a corporation in this way,negative,0
sale please soon?? I need a tan,neutral,1
thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends,neutral,1
"Nice, Lofty View . #SilverStatus",neutral,1
has the winner for #DestinationDragons been announced yet? If not when will they be??,neutral,1
i hope i can take my selfie stick on the plane today! #goingtovegas,neutral,1
"so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",positive,2
Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!,negative,0
I had an advantage # and you deactivated it. I don't think you should deactivate a customers acct without their knowledge #help,negative,0
"Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",positive,2
or you'll Cancelled Flight my flight like you just did,negative,0
United 787 in snowy Denver.,neutral,1
if this is how you guys work then i will never fly with you guys again.,negative,0
y'all are better then,positive,2
you have let me down. Seriously. #unhappycustomer,negative,0
just got my lost Kindle in the mail! Thanks again.,positive,2
flight to dca I need to change asap help can't get through,negative,0
"Wow, awesome videos guys  Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",positive,2
your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice,negative,0
when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons,neutral,1
no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,negative,0
you say to call travel agency and they say we cant refund because usairways didnt accept this.,negative,0
I'm sick of living in an airport!! #getittogether,negative,0
"Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever.",positive,2
"flight from DC to LA, not to mention fix the circuit breaker in our bathrooms because this plane is as old as me...",negative,0
the nightmare continues...,negative,0
thanks!,positive,2
provided the best service for me today! Thank you so much :),positive,2
Thanks for the upgrade- please try to get my company to approve more business class travel.,positive,2
do bags still fly for free anymore?,neutral,1
Decided to be a good sport and give you guys another shot. Flight delayed. Again.,negative,0
I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight.,negative,0
looks like you lost another customer  when you stranded  at CLT she vows never to fly with you again #smoothtransition,negative,0
thanks,positive,2
Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time,neutral,1
i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,negative,0
- He Cancelled Flightled a flight &amp; was given 2 weeks to apply travel bank credit to another flight &amp; credit was transferable,negative,0
can i have my bags back   ding!!,negative,0
needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,negative,0
"Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable",negative,0
"I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats",positive,2
"pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.",negative,0
I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),negative,0
"i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +",positive,2
#jetblue #sofly #wish #firststari seetonight,neutral,1
can you follow me so I can send the DM?,neutral,1
"Yea, they will give you 5 cents on the dollar!",neutral,1
How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,negative,0
"Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience",negative,0
"Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?",negative,0
Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,negative,0
pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,negative,0
"just added #passbook support to their iOS application! Finally, I get to add them to my collection.",positive,2
Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,negative,0
Thanks . Next up we will see how the slog from JFK to the city goes!,positive,2
gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth!,negative,0
how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,negative,0
“:  We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses,negative,0
Three months and my miles haven't been credited.  No one is going to read the email I sent.,negative,0
Asked for a waiver of a change fee for flight booked w/in past 24 hrs. Rep was rude. Just told me no. Didn't even try to help!,negative,0
(2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.,neutral,1
flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded,negative,0
"FYI, went through this on similar flight last week.",neutral,1
yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,negative,0
Case ID 8544484,negative,0
"ha, this happened 10 years ago. i haven't flown with you since.",neutral,1
"all right, but can you give me an email to write to ?",negative,0
I will but right now I'm to angry,negative,0
Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies,negative,0
DM ed u the request num,neutral,1
ok...i know doors close ~10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we haven't boarded.,negative,0
Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.,negative,0
Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience,negative,0
very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,negative,0
good.  Maybe that will make up for losing my medallion.  #ProbablyNot,neutral,1
Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!,negative,0
Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?,neutral,1
we need a new flight to Tucson,neutral,1
if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff,negative,0
you are one great airline ❤️,positive,2
no I wasn't. After over an hour was too frustrated and had to hang up.,negative,0
"Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help.",negative,0
Just got off the phone  customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,positive,2
I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether,negative,0
did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,negative,0
I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,negative,0
"unveils 4 new routes, including  2 from #Ohio  via",neutral,1
the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday,negative,0
! THE WORST in customer service.  ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,negative,0
"No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",negative,0
I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful,negative,0
"First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.",negative,0
what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,negative,0
this is the reason I avoid  and  like the plague. Glad to see this merger is working well. #dumb,negative,0
told to work it out ourselves #joke #fail,negative,0
they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help,negative,0
Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,positive,2
this is going to take up to an hour--not okay USAir. Not okay. This is ruining everything.,negative,0
sent :-) curious to see what kind of comp we get.,positive,2
“:  JetBlue reLate Flightd this time? ;)” no... But why won't school be Cancelled Flighted? it's very cold out,neutral,1
so great AA1103 sitting for an hour first technical problems now what?,negative,0
I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.,positive,2
called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?,negative,0
flying by myself is getting old,neutral,1
"Thank you for the response, we got it resolved at the counter.",positive,2
crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,positive,2
is really gonna hear my mouth about this bag situation.,negative,0
"but if i tweet the ID number, won't that reveal my home address to anyone on the web?",negative,0
"is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable",negative,0
"After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!",negative,0
why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead,negative,0
adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos,neutral,1
👍👍✈️✈️💗 When are you guys going to start flying to Paris? :  You're welcome.”,neutral,1
"Nightmarish customer service. Further to that, as an elite member, I'm appalled.",negative,0
your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,negative,0
it's not letting me DM you !!,negative,0
32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,negative,0
exactly! How? I've been disconnected 3 times!!!!,negative,0
I did. They said not as of now. Let's cross fingers it happens before departing,neutral,1
"I understand that, and when I'm attempting to change the information so they are identical, it tells me to call a #",neutral,1
